Signal_Date,Eligible_Sectors,Eligible_Count,Lookback_Observations,Lookback_Start,Lookback_End,MVO_Objective,MVO_Forecast_Vol,Inverse_Vol_PreTarget_Vol,Inverse_Vol_Scale,Blended_PreTarget_Vol,Blended_Vol_Scale,PostTurnover_PreRisk_Vol,PostTurnover_Vol_Scale,Pre_Rebalance_Drawdown,Defensive_Overlay_Active,Raw_One_Way_Turnover,Turnover_Limit_Applied,Turnover_Scale,Final_One_Way_Turnover,Turnover_Limit_Exception,Turnover_Exception_Reason,Final_Gross_Exposure,Final_Forecast_Vol,Macro_Regime
2024-05-31,"XLE,XLK",2,60,2024-03-07,2024-05-31,0.19885796058235167,0.12541718071749028,0.12599452608121112,0.9524223292260547,0.1225489592323025,0.9792004824172295,0.12,1.0,0.0,False,0.9559064433301618,False,1.0,0.9559064433301618,False,INITIAL_DEPLOYMENT,0.9559064433301618,0.12,Growth=Expansion|Inflation=High|Rate=Stable
2024-06-28,XLK,1,60,2024-04-04,2024-06-28,0.2080075371164412,0.11528380368606095,0.11528380368606095,1.0,0.11528380368606095,1.0,0.11528380368606095,1.0,-0.0025064949710964513,False,0.5461548271600833,True,1.0,0.5461548271600833,True,MANDATORY_SIGNAL_EXIT,0.6,0.11528380368606095,Growth=Expansion|Inflation=High|Rate=Stable
2024-07-31,,0,60,2024-05-06,2024-07-31,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.04758179390097206,False,0.6,True,1.0,0.6,True,MANDATORY_SIGNAL_EXIT,0.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable
2024-08-30,,0,60,2024-06-06,2024-08-30,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.04758179390097206,False,0.0,True,1.0,0.0,False,NONE,0.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable
2024-09-30,,0,60,2024-07-08,2024-09-30,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.04758179390097206,False,0.0,True,1.0,0.0,False,NONE,0.0,0.0,Growth=Expansion|Inflation=Moderate|Rate=Stable
2024-10-31,XLF,1,60,2024-08-08,2024-10-31,0.2849998223241184,0.07673172844543379,0.07673172844543379,1.0,0.07673172844543379,1.0,0.06391752979504634,1.0,-0.04758179390097206,False,0.6,True,0.833,0.4998,False,NONE,0.49979999999999997,0.06391752979504634,Growth=Expansion|Inflation=Moderate|Rate=Stable
2024-11-29,"XLE,XLK",2,60,2024-09-06,2024-11-29,0.428607672271021,0.14558162777131345,0.14070203849645724,0.8528661082832961,0.131954767056085,0.9094025375301231,0.07115999999999999,1.0,0.0,False,0.8425005702881967,True,0.593,0.4998,False,NONE,0.4996028381809006,0.07115999999999999,Growth=Expansion|Inflation=Moderate|Rate=Falling
2024-12-31,"XLE,XLK",2,60,2024-10-07,2024-12-31,-0.06793461632685988,0.14464533116276082,0.14185944498850103,0.845907722321394,0.1317831891157965,0.9105865536047792,0.12,1.0,-0.024138852035521907,False,0.3408265373896424,True,1.0,0.3408265373896424,False,NONE,0.840429375570543,0.12,Growth=Expansion|Inflation=Moderate|Rate=Falling
2025-01-31,XLK,1,60,2024-11-04,2025-01-31,0.060002336884497985,0.132500645673764,0.132500645673764,0.905655964088338,0.126250322836882,0.9504926189776357,0.11999999999999998,1.0,-0.03945337500201229,False,0.3772987056998669,True,1.0,0.3772987056998669,False,NONE,0.5433935784530027,0.11999999999999998,Growth=Expansion|Inflation=Moderate|Rate=Falling
2025-02-28,"XLE,XLF",2,60,2024-12-02,2025-02-28,-0.03902527232235078,0.13645026390465295,0.13750739457504485,0.8726803410889283,0.12819192542596805,0.9360964007776063,0.07428,1.0,-0.050988577669219604,False,0.876504663550163,True,0.619,0.5433935784530026,True,MANDATORY_SIGNAL_EXIT,0.5425563867375509,0.07428,Growth=Expansion|Inflation=Moderate|Rate=Falling
2025-03-31,"XLE,XLF",2,60,2025-01-02,2025-03-31,0.2643802488088054,0.15803126995458344,0.15178962885300173,0.7905678464779178,0.13834725218432353,0.8673826050417031,0.11999999999999998,1.0,-0.055965389404816324,False,0.23399731485341335,True,1.0,0.23399731485341335,False,NONE,0.7765537015909643,0.11999999999999998,Growth=Expansion|Inflation=Moderate|Rate=Falling
2025-04-30,,0,60,2025-02-04,2025-04-30,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-0.1176235430275171,True,0.7765537015909643,True,1.0,0.7765537015909643,True,MANDATORY_SIGNAL_EXIT,0.0,0.0,Growth=Contraction|Inflation=Moderate|Rate=Stable
2025-05-30,"XLE,XLK",2,60,2025-03-06,2025-05-30,-0.16735752365778722,0.3816814464661181,0.37094656540882764,0.32349672753472075,0.250468372207486,0.47910240699210094,0.12,1.0,-0.1176235430275171,True,0.3170452339040267,True,1.0,0.3170452339040267,False,NONE,0.3170452339040267,0.12,Growth=Contraction|Inflation=Moderate|Rate=Stable
2025-06-30,XLK,1,60,2025-04-03,2025-06-30,0.4072484122628046,0.2501290519777036,0.2501290519777036,0.4797523480427086,0.18506452598885179,0.6484224859346018,0.12,1.0,-0.09643250857611352,False,0.13745283404995973,True,1.0,0.13745283404995973,False,NONE,0.28785140882562515,0.12,Growth=Contraction|Inflation=Moderate|Rate=Stable
2025-07-31,"XLF,XLK",2,60,2025-05-06,2025-07-31,0.5840293945309806,0.1310425554420258,0.1253290322167617,0.957479666741981,0.1250855668894501,0.9593432958260908,0.1019261454519151,1.0,-0.08670304409262297,False,0.6510960886767798,True,0.767,0.4993907000150901,False,NONE,0.7872421088407153,0.1019261454519151,Growth=Expansion|Inflation=Moderate|Rate=Stable
2025-08-29,XLK,1,60,2025-06-05,2025-08-29,0.2551483301326566,0.08447173746606174,0.08447173746606174,1.0,0.08447173746606174,1.0,0.08447173746606174,1.0,-0.07736162034721306,False,0.34123537989936575,True,1.0,0.34123537989936575,False,NONE,0.6,0.08447173746606174,Growth=Expansion|Inflation=Moderate|Rate=Stable
2025-09-30,"XLF,XLK",2,60,2025-07-08,2025-09-30,0.2858890805534933,0.10501758302913368,0.10191750578878463,1.0,0.10302097764946633,1.0,0.10302097764946633,1.0,-0.036095591291954277,False,0.4626086329381077,True,1.0,0.4626086329381077,False,NONE,0.9999999999999999,0.10302097764946633,Growth=Expansion|Inflation=Moderate|Rate=Stable
