Date,Sector,Macro_Regime,model,Outperformance_Probability,Predicted_Class,Sector_Rank,Rank_Score_0_1,Pass_Threshold,Top_N_Selected,Signal_Score,Default_Selected,Default_Target_Weight,Actionable_Signal
2024-05-31,XLK,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting,0.6944372980580101,1,1,1.0,True,True,0.6944372980580101,True,0.5560520749063017,TARGET_LONG
2024-05-31,XLE,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting,0.5544336789543988,1,2,0.5,True,True,0.5544336789543988,True,0.44394792509369835,TARGET_LONG
2024-05-31,XLF,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting,0.5182365229801775,1,3,0.0,True,False,0.5182365229801775,False,0.0,NO_POSITION
2024-06-28,XLK,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting,0.7353419006410961,1,1,1.0,True,True,0.7353419006410961,True,0.6,TARGET_LONG
2024-06-28,XLE,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting,0.4004991160508554,0,2,0.5,False,True,0.4004991160508554,False,0.0,NO_POSITION
2024-06-28,XLF,Growth=Expansion|Inflation=High|Rate=Stable,Gradient_Boosting,0.3572270137483188,0,3,0.0,False,False,0.3572270137483188,False,0.0,NO_POSITION
2024-07-31,XLE,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.3683991597298055,0,1,1.0,False,True,0.3683991597298055,False,0.0,NO_POSITION
2024-07-31,XLF,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.342623867107667,0,2,0.5,False,True,0.342623867107667,False,0.0,NO_POSITION
2024-07-31,XLK,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.3204035639131279,0,3,0.0,False,False,0.3204035639131279,False,0.0,NO_POSITION
2024-08-30,XLK,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.4969167357890287,0,1,1.0,False,True,0.4969167357890287,False,0.0,NO_POSITION
2024-08-30,XLE,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.3989387881589101,0,2,0.5,False,True,0.3989387881589101,False,0.0,NO_POSITION
2024-08-30,XLF,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.3855060309660879,0,3,0.0,False,False,0.3855060309660879,False,0.0,NO_POSITION
2024-09-30,XLF,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.4739514314642928,0,1,1.0,False,True,0.4739514314642928,False,0.0,NO_POSITION
2024-09-30,XLE,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.4620960389098182,0,2,0.5,False,True,0.4620960389098182,False,0.0,NO_POSITION
2024-09-30,XLK,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.4208487888114427,0,3,0.0,False,False,0.4208487888114427,False,0.0,NO_POSITION
2024-10-31,XLF,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.6019001753299492,1,1,1.0,True,True,0.6019001753299492,True,0.6,TARGET_LONG
2024-10-31,XLK,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.4175621649415046,0,2,0.5,False,True,0.4175621649415046,False,0.0,NO_POSITION
2024-10-31,XLE,Growth=Expansion|Inflation=Moderate|Rate=Stable,Gradient_Boosting,0.4161895108846281,0,3,0.0,False,False,0.4161895108846281,False,0.0,NO_POSITION
2024-11-29,XLK,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.6265462292635845,1,1,1.0,True,True,0.6265462292635845,True,0.508200574504935,TARGET_LONG
2024-11-29,XLE,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.6063257128312,1,2,0.5,True,True,0.6063257128312,True,0.49179942549506495,TARGET_LONG
2024-11-29,XLF,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.5451961876967124,1,3,0.0,True,False,0.5451961876967124,False,0.0,NO_POSITION
2024-12-31,XLE,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.7042291651020606,1,1,1.0,True,True,0.7042291651020606,True,0.5196957289631454,TARGET_LONG
2024-12-31,XLK,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.6508505976411916,1,2,0.5,True,True,0.6508505976411916,True,0.48030427103685464,TARGET_LONG
2024-12-31,XLF,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.5784714470077031,1,3,0.0,True,False,0.5784714470077031,False,0.0,NO_POSITION
2025-01-31,XLK,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.5135437468683487,1,1,1.0,True,True,0.5135437468683487,True,0.6,TARGET_LONG
2025-01-31,XLE,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.4831073461335636,0,2,0.5,False,True,0.4831073461335636,False,0.0,NO_POSITION
2025-01-31,XLF,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.3933257866104016,0,3,0.0,False,False,0.3933257866104016,False,0.0,NO_POSITION
2025-02-28,XLE,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.5353676985374081,1,1,1.0,True,True,0.5353676985374081,True,0.5130234251199342,TARGET_LONG
2025-02-28,XLF,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.5081864011847446,1,2,0.5,True,True,0.5081864011847446,True,0.48697657488006585,TARGET_LONG
2025-02-28,XLK,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.3992028573556839,0,3,0.0,False,False,0.3992028573556839,False,0.0,NO_POSITION
2025-03-31,XLE,Growth=Expansion|Inflation=Moderate|Rate=Falling,Gradient_Boosting,0.5837665303556464,1,1,1.0,True,True,0.5837665303556464,True,0.5043069377971108,TARGET_LONG
